5 Minutes,Lane 1 Flow (Veh/5 Minutes)
04/01/2018 00:00:00,173
04/01/2018 00:05:00,153
04/01/2018 00:10:00,141
04/01/2018 00:15:00,144
04/01/2018 00:20:00,145
04/01/2018 00:25:00,137
04/01/2018 00:30:00,109
04/01/2018 00:35:00,122
04/01/2018 00:40:00,121
04/01/2018 00:45:00,111
04/01/2018 00:50:00,114
04/01/2018 00:55:00,93
04/01/2018 01:00:00,133
04/01/2018 01:05:00,91
04/01/2018 01:10:00,91
04/01/2018 01:15:00,99
04/01/2018 01:20:00,84
04/01/2018 01:25:00,83
04/01/2018 01:30:00,73
04/01/2018 01:35:00,73
04/01/2018 01:40:00,63
04/01/2018 01:45:00,60
04/01/2018 01:50:00,78
04/01/2018 01:55:00,76
04/01/2018 02:00:00,74
04/01/2018 02:05:00,78
04/01/2018 02:10:00,72
04/01/2018 02:15:00,65
04/01/2018 02:20:00,79
04/01/2018 02:25:00,69
04/01/2018 02:30:00,69
04/01/2018 02:35:00,76
04/01/2018 02:40:00,63
04/01/2018 02:45:00,58
04/01/2018 02:50:00,59
04/01/2018 02:55:00,46
04/01/2018 03:00:00,71
04/01/2018 03:05:00,43
04/01/2018 03:10:00,60
04/01/2018 03:15:00,50
04/01/2018 03:20:00,52
04/01/2018 03:25:00,40
04/01/2018 03:30:00,50
04/01/2018 03:35:00,49
04/01/2018 03:40:00,48
04/01/2018 03:45:00,39
04/01/2018 03:50:00,28
04/01/2018 03:55:00,33
04/01/2018 04:00:00,35
04/01/2018 04:05:00,47
04/01/2018 04:10:00,27
04/01/2018 04:15:00,36
04/01/2018 04:20:00,36
04/01/2018 04:25:00,43
04/01/2018 04:30:00,39
04/01/2018 04:35:00,32
04/01/2018 04:40:00,36
04/01/2018 04:45:00,51
04/01/2018 04:50:00,57
04/01/2018 04:55:00,36
04/01/2018 05:00:00,41
04/01/2018 05:05:00,36
04/01/2018 05:10:00,50
04/01/2018 05:15:00,56
04/01/2018 05:20:00,32
04/01/2018 05:25:00,49
04/01/2018 05:30:00,73
04/01/2018 05:35:00,56
04/01/2018 05:40:00,81
04/01/2018 05:45:00,76
04/01/2018 05:50:00,67
04/01/2018 05:55:00,83
04/01/2018 06:00:00,77
04/01/2018 06:05:00,80
04/01/2018 06:10:00,94
04/01/2018 06:15:00,88
04/01/2018 06:20:00,101
04/01/2018 06:25:00,108
04/01/2018 06:30:00,112
04/01/2018 06:35:00,124
04/01/2018 06:40:00,164
04/01/2018 06:45:00,132
04/01/2018 06:50:00,117
04/01/2018 06:55:00,130
04/01/2018 07:00:00,114
04/01/2018 07:05:00,138
04/01/2018 07:10:00,141
04/01/2018 07:15:00,138
04/01/2018 07:20:00,155
04/01/2018 07:25:00,185
04/01/2018 07:30:00,190
04/01/2018 07:35:00,195
04/01/2018 07:40:00,237
04/01/2018 07:45:00,204
04/01/2018 07:50:00,213
04/01/2018 07:55:00,208
04/01/2018 08:00:00,220
04/01/2018 08:05:00,207
04/01/2018 08:10:00,235
04/01/2018 08:15:00,218
04/01/2018 08:20:00,259
04/01/2018 08:25:00,238
04/01/2018 08:30:00,208
04/01/2018 08:35:00,254
04/01/2018 08:40:00,285
04/01/2018 08:45:00,306
04/01/2018 08:50:00,301
04/01/2018 08:55:00,308
04/01/2018 09:00:00,327
04/01/2018 09:05:00,288
04/01/2018 09:10:00,345
04/01/2018 09:15:00,355
04/01/2018 09:20:00,321
04/01/2018 09:25:00,350
04/01/2018 09:30:00,367
04/01/2018 09:35:00,367
04/01/2018 09:40:00,382
04/01/2018 09:45:00,414
04/01/2018 09:50:00,453
04/01/2018 09:55:00,398
04/01/2018 10:00:00,406
04/01/2018 10:05:00,421
04/01/2018 10:10:00,392
04/01/2018 10:15:00,441
04/01/2018 10:20:00,437
04/01/2018 10:25:00,495
04/01/2018 10:30:00,497
04/01/2018 10:35:00,496
04/01/2018 10:40:00,478
04/01/2018 10:45:00,480
04/01/2018 10:50:00,506
04/01/2018 10:55:00,437
04/01/2018 11:00:00,526
04/01/2018 11:05:00,488
04/01/2018 11:10:00,497
04/01/2018 11:15:00,465
04/01/2018 11:20:00,511
04/01/2018 11:25:00,497
04/01/2018 11:30:00,565
04/01/2018 11:35:00,499
04/01/2018 11:40:00,570
04/01/2018 11:45:00,563
04/01/2018 11:50:00,574
04/01/2018 11:55:00,571
04/01/2018 12:00:00,521
04/01/2018 12:05:00,558
04/01/2018 12:10:00,580
04/01/2018 12:15:00,631
04/01/2018 12:20:00,576
04/01/2018 12:25:00,631
04/01/2018 12:30:00,590
04/01/2018 12:35:00,641
04/01/2018 12:40:00,712
04/01/2018 12:45:00,654
04/01/2018 12:50:00,603
04/01/2018 12:55:00,636
04/01/2018 13:00:00,651
04/01/2018 13:05:00,623
04/01/2018 13:10:00,577
04/01/2018 13:15:00,570
04/01/2018 13:20:00,646
04/01/2018 13:25:00,596
04/01/2018 13:30:00,571
04/01/2018 13:35:00,524
04/01/2018 13:40:00,625
04/01/2018 13:45:00,598
04/01/2018 13:50:00,648
04/01/2018 13:55:00,554
04/01/2018 14:00:00,542
04/01/2018 14:05:00,494
04/01/2018 14:10:00,599
04/01/2018 14:15:00,615
04/01/2018 14:20:00,531
04/01/2018 14:25:00,528
04/01/2018 14:30:00,530
04/01/2018 14:35:00,490
04/01/2018 14:40:00,359
04/01/2018 14:45:00,415
04/01/2018 14:50:00,396
04/01/2018 14:55:00,358
04/01/2018 15:00:00,446
04/01/2018 15:05:00,471
04/01/2018 15:10:00,459
04/01/2018 15:15:00,523
04/01/2018 15:20:00,508
04/01/2018 15:25:00,548
04/01/2018 15:30:00,540
04/01/2018 15:35:00,527
04/01/2018 15:40:00,530
04/01/2018 15:45:00,487
04/01/2018 15:50:00,477
04/01/2018 15:55:00,515
04/01/2018 16:00:00,495
04/01/2018 16:05:00,456
04/01/2018 16:10:00,530
04/01/2018 16:15:00,570
04/01/2018 16:20:00,454
04/01/2018 16:25:00,494
04/01/2018 16:30:00,493
04/01/2018 16:35:00,515
04/01/2018 16:40:00,497
04/01/2018 16:45:00,464
04/01/2018 16:50:00,447
04/01/2018 16:55:00,450
04/01/2018 17:00:00,473
04/01/2018 17:05:00,492
04/01/2018 17:10:00,463
04/01/2018 17:15:00,474
04/01/2018 17:20:00,476
04/01/2018 17:25:00,440
04/01/2018 17:30:00,457
04/01/2018 17:35:00,444
04/01/2018 17:40:00,460
04/01/2018 17:45:00,439
04/01/2018 17:50:00,450
04/01/2018 17:55:00,453
04/01/2018 18:00:00,447
04/01/2018 18:05:00,415
04/01/2018 18:10:00,433
04/01/2018 18:15:00,433
04/01/2018 18:20:00,475
04/01/2018 18:25:00,447
04/01/2018 18:30:00,465
04/01/2018 18:35:00,454
04/01/2018 18:40:00,456
04/01/2018 18:45:00,434
04/01/2018 18:50:00,435
04/01/2018 18:55:00,422
04/01/2018 19:00:00,464
04/01/2018 19:05:00,443
04/01/2018 19:10:00,402
04/01/2018 19:15:00,423
04/01/2018 19:20:00,404
04/01/2018 19:25:00,437
04/01/2018 19:30:00,383
04/01/2018 19:35:00,466
04/01/2018 19:40:00,416
04/01/2018 19:45:00,430
04/01/2018 19:50:00,410
04/01/2018 19:55:00,421
04/01/2018 20:00:00,457
04/01/2018 20:05:00,396
04/01/2018 20:10:00,414
04/01/2018 20:15:00,454
04/01/2018 20:20:00,413
04/01/2018 20:25:00,436
04/01/2018 20:30:00,396
04/01/2018 20:35:00,347
04/01/2018 20:40:00,422
04/01/2018 20:45:00,347
04/01/2018 20:50:00,355
04/01/2018 20:55:00,352
04/01/2018 21:00:00,335
04/01/2018 21:05:00,312
04/01/2018 21:10:00,338
04/01/2018 21:15:00,338
04/01/2018 21:20:00,308
04/01/2018 21:25:00,285
04/01/2018 21:30:00,294
04/01/2018 21:35:00,264
04/01/2018 21:40:00,281
04/01/2018 21:45:00,258
04/01/2018 21:50:00,245
04/01/2018 21:55:00,237
04/01/2018 22:00:00,219
04/01/2018 22:05:00,203
04/01/2018 22:10:00,219
04/01/2018 22:15:00,190
04/01/2018 22:20:00,206
04/01/2018 22:25:00,201
04/01/2018 22:30:00,182
04/01/2018 22:35:00,187
04/01/2018 22:40:00,159
04/01/2018 22:45:00,181
04/01/2018 22:50:00,156
04/01/2018 22:55:00,134
04/01/2018 23:00:00,141
04/01/2018 23:05:00,136
04/01/2018 23:10:00,134
04/01/2018 23:15:00,147
04/01/2018 23:20:00,133
04/01/2018 23:25:00,124
04/01/2018 23:30:00,117
04/01/2018 23:35:00,114
04/01/2018 23:40:00,95
04/01/2018 23:45:00,106
04/01/2018 23:50:00,119
04/01/2018 23:55:00,113
04/02/2018 00:00:00,99
04/02/2018 00:05:00,104
04/02/2018 00:10:00,80
04/02/2018 00:15:00,88
04/02/2018 00:20:00,91
04/02/2018 00:25:00,70
04/02/2018 00:30:00,78
04/02/2018 00:35:00,71
04/02/2018 00:40:00,78
04/02/2018 00:45:00,73
04/02/2018 00:50:00,81
04/02/2018 00:55:00,48
04/02/2018 01:00:00,54
04/02/2018 01:05:00,55
04/02/2018 01:10:00,40
04/02/2018 01:15:00,45
04/02/2018 01:20:00,51
04/02/2018 01:25:00,57
04/02/2018 01:30:00,43
04/02/2018 01:35:00,45
04/02/2018 01:40:00,43
04/02/2018 01:45:00,33
04/02/2018 01:50:00,41
04/02/2018 01:55:00,38
04/02/2018 02:00:00,39
04/02/2018 02:05:00,41
04/02/2018 02:10:00,45
04/02/2018 02:15:00,48
04/02/2018 02:20:00,52
04/02/2018 02:25:00,43
04/02/2018 02:30:00,42
04/02/2018 02:35:00,39
04/02/2018 02:40:00,42
04/02/2018 02:45:00,53
04/02/2018 02:50:00,53
04/02/2018 02:55:00,50
04/02/2018 03:00:00,59
04/02/2018 03:05:00,33
04/02/2018 03:10:00,47
04/02/2018 03:15:00,47
04/02/2018 03:20:00,51
04/02/2018 03:25:00,75
04/02/2018 03:30:00,56
04/02/2018 03:35:00,53
04/02/2018 03:40:00,44
04/02/2018 03:45:00,60
04/02/2018 03:50:00,65
04/02/2018 03:55:00,51
04/02/2018 04:00:00,59
04/02/2018 04:05:00,62
04/02/2018 04:10:00,68
04/02/2018 04:15:00,84
04/02/2018 04:20:00,72
04/02/2018 04:25:00,85
04/02/2018 04:30:00,90
04/02/2018 04:35:00,113
04/02/2018 04:40:00,120
04/02/2018 04:45:00,116
04/02/2018 04:50:00,126
04/02/2018 04:55:00,116
04/02/2018 05:00:00,150
04/02/2018 05:05:00,146
04/02/2018 05:10:00,168
04/02/2018 05:15:00,200
04/02/2018 05:20:00,220
04/02/2018 05:25:00,196
04/02/2018 05:30:00,236
04/02/2018 05:35:00,229
04/02/2018 05:40:00,273
04/02/2018 05:45:00,313
04/02/2018 05:50:00,296
04/02/2018 05:55:00,295
04/02/2018 06:00:00,243
04/02/2018 06:05:00,289
04/02/2018 06:10:00,341
04/02/2018 06:15:00,341
04/02/2018 06:20:00,364
04/02/2018 06:25:00,404
04/02/2018 06:30:00,402
04/02/2018 06:35:00,406
04/02/2018 06:40:00,428
04/02/2018 06:45:00,447
04/02/2018 06:50:00,394
04/02/2018 06:55:00,395
04/02/2018 07:00:00,356
04/02/2018 07:05:00,379
04/02/2018 07:10:00,398
04/02/2018 07:15:00,450
04/02/2018 07:20:00,430
04/02/2018 07:25:00,471
04/02/2018 07:30:00,505
04/02/2018 07:35:00,511
04/02/2018 07:40:00,490
04/02/2018 07:45:00,492
04/02/2018 07:50:00,440
04/02/2018 07:55:00,456
04/02/2018 08:00:00,461
04/02/2018 08:05:00,436
04/02/2018 08:10:00,471
04/02/2018 08:15:00,484
04/02/2018 08:20:00,483
04/02/2018 08:25:00,474
04/02/2018 08:30:00,496
04/02/2018 08:35:00,521
04/02/2018 08:40:00,516
04/02/2018 08:45:00,472
04/02/2018 08:50:00,530
04/02/2018 08:55:00,520
04/02/2018 09:00:00,480
04/02/2018 09:05:00,450
04/02/2018 09:10:00,463
04/02/2018 09:15:00,516
04/02/2018 09:20:00,462
04/02/2018 09:25:00,381
04/02/2018 09:30:00,530
04/02/2018 09:35:00,513
04/02/2018 09:40:00,501
04/02/2018 09:45:00,503
04/02/2018 09:50:00,528
04/02/2018 09:55:00,501
04/02/2018 10:00:00,503
04/02/2018 10:05:00,479
04/02/2018 10:10:00,509
04/02/2018 10:15:00,533
04/02/2018 10:20:00,470
04/02/2018 10:25:00,514
04/02/2018 10:30:00,498
04/02/2018 10:35:00,494
04/02/2018 10:40:00,497
04/02/2018 10:45:00,495
04/02/2018 10:50:00,456
04/02/2018 10:55:00,547
04/02/2018 11:00:00,525
04/02/2018 11:05:00,519
04/02/2018 11:10:00,511
04/02/2018 11:15:00,472
04/02/2018 11:20:00,506
04/02/2018 11:25:00,513
04/02/2018 11:30:00,473
04/02/2018 11:35:00,511
04/02/2018 11:40:00,474
04/02/2018 11:45:00,507
04/02/2018 11:50:00,503
04/02/2018 11:55:00,550
04/02/2018 12:00:00,513
04/02/2018 12:05:00,562
04/02/2018 12:10:00,537
04/02/2018 12:15:00,498
04/02/2018 12:20:00,552
04/02/2018 12:25:00,537
04/02/2018 12:30:00,505
04/02/2018 12:35:00,553
04/02/2018 12:40:00,537
04/02/2018 12:45:00,537
04/02/2018 12:50:00,514
04/02/2018 12:55:00,524
04/02/2018 13:00:00,545
04/02/2018 13:05:00,522
04/02/2018 13:10:00,538
04/02/2018 13:15:00,533
04/02/2018 13:20:00,542
04/02/2018 13:25:00,532
04/02/2018 13:30:00,558
04/02/2018 13:35:00,559
04/02/2018 13:40:00,576
04/02/2018 13:45:00,565
04/02/2018 13:50:00,563
04/02/2018 13:55:00,597
04/02/2018 14:00:00,568
04/02/2018 14:05:00,601
04/02/2018 14:10:00,630
04/02/2018 14:15:00,593
04/02/2018 14:20:00,595
04/02/2018 14:25:00,635
04/02/2018 14:30:00,681
04/02/2018 14:35:00,656
04/02/2018 14:40:00,685
04/02/2018 14:45:00,669
04/02/2018 14:50:00,731
04/02/2018 14:55:00,748
04/02/2018 15:00:00,748
04/02/2018 15:05:00,569
04/02/2018 15:10:00,679
04/02/2018 15:15:00,593
04/02/2018 15:20:00,700
04/02/2018 15:25:00,752
04/02/2018 15:30:00,784
04/02/2018 15:35:00,778
04/02/2018 15:40:00,661
04/02/2018 15:45:00,711
04/02/2018 15:50:00,736
04/02/2018 15:55:00,732
04/02/2018 16:00:00,716
04/02/2018 16:05:00,701
04/02/2018 16:10:00,769
04/02/2018 16:15:00,721
04/02/2018 16:20:00,760
04/02/2018 16:25:00,754
04/02/2018 16:30:00,755
04/02/2018 16:35:00,733
04/02/2018 16:40:00,822
04/02/2018 16:45:00,777
04/02/2018 16:50:00,731
04/02/2018 16:55:00,751
04/02/2018 17:00:00,726
04/02/2018 17:05:00,782
04/02/2018 17:10:00,776
04/02/2018 17:15:00,771
04/02/2018 17:20:00,788
04/02/2018 17:25:00,677
04/02/2018 17:30:00,687
04/02/2018 17:35:00,709
04/02/2018 17:40:00,701
04/02/2018 17:45:00,661
04/02/2018 17:50:00,719
04/02/2018 17:55:00,696
04/02/2018 18:00:00,667
04/02/2018 18:05:00,634
04/02/2018 18:10:00,675
04/02/2018 18:15:00,627
04/02/2018 18:20:00,657
04/02/2018 18:25:00,595
04/02/2018 18:30:00,591
04/02/2018 18:35:00,615
04/02/2018 18:40:00,530
04/02/2018 18:45:00,559
04/02/2018 18:50:00,547
04/02/2018 18:55:00,493
04/02/2018 19:00:00,459
04/02/2018 19:05:00,477
04/02/2018 19:10:00,449
04/02/2018 19:15:00,475
04/02/2018 19:20:00,451
04/02/2018 19:25:00,422
04/02/2018 19:30:00,449
04/02/2018 19:35:00,408
04/02/2018 19:40:00,419
04/02/2018 19:45:00,415
04/02/2018 19:50:00,376
04/02/2018 19:55:00,345
04/02/2018 20:00:00,339
04/02/2018 20:05:00,339
04/02/2018 20:10:00,341
04/02/2018 20:15:00,365
04/02/2018 20:20:00,325
04/02/2018 20:25:00,330
04/02/2018 20:30:00,304
04/02/2018 20:35:00,297
04/02/2018 20:40:00,336
04/02/2018 20:45:00,333
04/02/2018 20:50:00,269
04/02/2018 20:55:00,292
04/02/2018 21:00:00,258
04/02/2018 21:05:00,306
04/02/2018 21:10:00,282
04/02/2018 21:15:00,266
04/02/2018 21:20:00,275
04/02/2018 21:25:00,254
04/02/2018 21:30:00,262
04/02/2018 21:35:00,290
04/02/2018 21:40:00,253
04/02/2018 21:45:00,225
04/02/2018 21:50:00,195
04/02/2018 21:55:00,240
04/02/2018 22:00:00,218
04/02/2018 22:05:00,218
04/02/2018 22:10:00,198
04/02/2018 22:15:00,212
04/02/2018 22:20:00,216
04/02/2018 22:25:00,180
04/02/2018 22:30:00,183
04/02/2018 22:35:00,214
04/02/2018 22:40:00,178
04/02/2018 22:45:00,182
04/02/2018 22:50:00,169
04/02/2018 22:55:00,153
04/02/2018 23:00:00,161
04/02/2018 23:05:00,183
04/02/2018 23:10:00,150
04/02/2018 23:15:00,159
04/02/2018 23:20:00,138
04/02/2018 23:25:00,144
04/02/2018 23:30:00,137
04/02/2018 23:35:00,120
04/02/2018 23:40:00,119
04/02/2018 23:45:00,117
04/02/2018 23:50:00,105
04/02/2018 23:55:00,111
04/03/2018 00:00:00,122
04/03/2018 00:05:00,89
04/03/2018 00:10:00,95
04/03/2018 00:15:00,99
04/03/2018 00:20:00,99
04/03/2018 00:25:00,78
04/03/2018 00:30:00,78
04/03/2018 00:35:00,84
04/03/2018 00:40:00,95
04/03/2018 00:45:00,84
04/03/2018 00:50:00,75
04/03/2018 00:55:00,69
04/03/2018 01:00:00,50
04/03/2018 01:05:00,72
04/03/2018 01:10:00,54
04/03/2018 01:15:00,48
04/03/2018 01:20:00,49
04/03/2018 01:25:00,59
04/03/2018 01:30:00,49
04/03/2018 01:35:00,61
04/03/2018 01:40:00,51
04/03/2018 01:45:00,45
04/03/2018 01:50:00,43
04/03/2018 01:55:00,42
04/03/2018 02:00:00,31
04/03/2018 02:05:00,43
04/03/2018 02:10:00,37
04/03/2018 02:15:00,37
04/03/2018 02:20:00,47
04/03/2018 02:25:00,44
04/03/2018 02:30:00,37
04/03/2018 02:35:00,44
04/03/2018 02:40:00,39
04/03/2018 02:45:00,35
04/03/2018 02:50:00,45
04/03/2018 02:55:00,35
04/03/2018 03:00:00,44
04/03/2018 03:05:00,42
04/03/2018 03:10:00,35
04/03/2018 03:15:00,47
04/03/2018 03:20:00,28
04/03/2018 03:25:00,44
04/03/2018 03:30:00,47
04/03/2018 03:35:00,47
04/03/2018 03:40:00,51
04/03/2018 03:45:00,47
04/03/2018 03:50:00,59
04/03/2018 03:55:00,51
04/03/2018 04:00:00,65
04/03/2018 04:05:00,49
04/03/2018 04:10:00,78
04/03/2018 04:15:00,68
04/03/2018 04:20:00,69
04/03/2018 04:25:00,81
04/03/2018 04:30:00,82
04/03/2018 04:35:00,104
04/03/2018 04:40:00,105
04/03/2018 04:45:00,123
04/03/2018 04:50:00,112
04/03/2018 04:55:00,113
04/03/2018 05:00:00,128
04/03/2018 05:05:00,146
04/03/2018 05:10:00,169
04/03/2018 05:15:00,174
04/03/2018 05:20:00,194
04/03/2018 05:25:00,216
04/03/2018 05:30:00,212
04/03/2018 05:35:00,252
04/03/2018 05:40:00,260
04/03/2018 05:45:00,282
04/03/2018 05:50:00,291
04/03/2018 05:55:00,287
04/03/2018 06:00:00,289
04/03/2018 06:05:00,301
04/03/2018 06:10:00,319
04/03/2018 06:15:00,376
04/03/2018 06:20:00,366
04/03/2018 06:25:00,376
04/03/2018 06:30:00,429
04/03/2018 06:35:00,412
04/03/2018 06:40:00,438
04/03/2018 06:45:00,445
04/03/2018 06:50:00,446
04/03/2018 06:55:00,430
04/03/2018 07:00:00,451
04/03/2018 07:05:00,432
04/03/2018 07:10:00,476
04/03/2018 07:15:00,469
04/03/2018 07:20:00,494
04/03/2018 07:25:00,505
04/03/2018 07:30:00,482
04/03/2018 07:35:00,507
04/03/2018 07:40:00,493
04/03/2018 07:45:00,480
04/03/2018 07:50:00,496
04/03/2018 07:55:00,459
04/03/2018 08:00:00,462
04/03/2018 08:05:00,508
04/03/2018 08:10:00,495
04/03/2018 08:15:00,505
04/03/2018 08:20:00,506
04/03/2018 08:25:00,524
04/03/2018 08:30:00,498
04/03/2018 08:35:00,475
04/03/2018 08:40:00,505
04/03/2018 08:45:00,487
04/03/2018 08:50:00,604
04/03/2018 08:55:00,449
04/03/2018 09:00:00,530
04/03/2018 09:05:00,493
04/03/2018 09:10:00,508
04/03/2018 09:15:00,562
04/03/2018 09:20:00,567
04/03/2018 09:25:00,511
04/03/2018 09:30:00,538
04/03/2018 09:35:00,523
04/03/2018 09:40:00,534
04/03/2018 09:45:00,517
04/03/2018 09:50:00,475
04/03/2018 09:55:00,510
04/03/2018 10:00:00,479
04/03/2018 10:05:00,499
04/03/2018 10:10:00,466
04/03/2018 10:15:00,538
04/03/2018 10:20:00,521
04/03/2018 10:25:00,456
04/03/2018 10:30:00,549
04/03/2018 10:35:00,539
04/03/2018 10:40:00,490
04/03/2018 10:45:00,506
04/03/2018 10:50:00,478
04/03/2018 10:55:00,432
04/03/2018 11:00:00,473
04/03/2018 11:05:00,468
04/03/2018 11:10:00,515
04/03/2018 11:15:00,488
04/03/2018 11:20:00,508
04/03/2018 11:25:00,491
04/03/2018 11:30:00,560
04/03/2018 11:35:00,523
04/03/2018 11:40:00,517
04/03/2018 11:45:00,500
04/03/2018 11:50:00,506
04/03/2018 11:55:00,492
04/03/2018 12:00:00,518
04/03/2018 12:05:00,485
04/03/2018 12:10:00,508
04/03/2018 12:15:00,528
04/03/2018 12:20:00,592
04/03/2018 12:25:00,567
04/03/2018 12:30:00,584
04/03/2018 12:35:00,566
04/03/2018 12:40:00,569
04/03/2018 12:45:00,527
04/03/2018 12:50:00,533
04/03/2018 12:55:00,554
04/03/2018 13:00:00,500
04/03/2018 13:05:00,567
04/03/2018 13:10:00,525
04/03/2018 13:15:00,547
04/03/2018 13:20:00,480
04/03/2018 13:25:00,542
04/03/2018 13:30:00,557
04/03/2018 13:35:00,631
04/03/2018 13:40:00,534
04/03/2018 13:45:00,594
04/03/2018 13:50:00,563
04/03/2018 13:55:00,595
04/03/2018 14:00:00,580
04/03/2018 14:05:00,633
04/03/2018 14:10:00,636
04/03/2018 14:15:00,635
04/03/2018 14:20:00,676
04/03/2018 14:25:00,678
04/03/2018 14:30:00,682
04/03/2018 14:35:00,701
04/03/2018 14:40:00,772
04/03/2018 14:45:00,757
04/03/2018 14:50:00,754
04/03/2018 14:55:00,755
04/03/2018 15:00:00,708
04/03/2018 15:05:00,729
04/03/2018 15:10:00,724
04/03/2018 15:15:00,682
04/03/2018 15:20:00,752
04/03/2018 15:25:00,763
04/03/2018 15:30:00,723
04/03/2018 15:35:00,720
04/03/2018 15:40:00,742
04/03/2018 15:45:00,776
04/03/2018 15:50:00,702
04/03/2018 15:55:00,708
04/03/2018 16:00:00,769
04/03/2018 16:05:00,739
04/03/2018 16:10:00,651
04/03/2018 16:15:00,701
04/03/2018 16:20:00,694
04/03/2018 16:25:00,702
04/03/2018 16:30:00,771
04/03/2018 16:35:00,751
04/03/2018 16:40:00,708
04/03/2018 16:45:00,777
04/03/2018 16:50:00,746
04/03/2018 16:55:00,734
04/03/2018 17:00:00,731
04/03/2018 17:05:00,758
04/03/2018 17:10:00,755
04/03/2018 17:15:00,716
04/03/2018 17:20:00,736
04/03/2018 17:25:00,745
04/03/2018 17:30:00,755
04/03/2018 17:35:00,744
04/03/2018 17:40:00,669
04/03/2018 17:45:00,700
04/03/2018 17:50:00,647
04/03/2018 17:55:00,678
04/03/2018 18:00:00,650
04/03/2018 18:05:00,654
04/03/2018 18:10:00,709
04/03/2018 18:15:00,639
04/03/2018 18:20:00,704
04/03/2018 18:25:00,666
04/03/2018 18:30:00,606
04/03/2018 18:35:00,656
04/03/2018 18:40:00,582
04/03/2018 18:45:00,579
04/03/2018 18:50:00,582
04/03/2018 18:55:00,534
04/03/2018 19:00:00,478
04/03/2018 19:05:00,505
04/03/2018 19:10:00,529
04/03/2018 19:15:00,491
04/03/2018 19:20:00,454
04/03/2018 19:25:00,470
04/03/2018 19:30:00,466
04/03/2018 19:35:00,420
04/03/2018 19:40:00,434
04/03/2018 19:45:00,442
04/03/2018 19:50:00,390
04/03/2018 19:55:00,383
04/03/2018 20:00:00,427
04/03/2018 20:05:00,360
04/03/2018 20:10:00,388
04/03/2018 20:15:00,355
04/03/2018 20:20:00,349
04/03/2018 20:25:00,343
04/03/2018 20:30:00,348
04/03/2018 20:35:00,385
04/03/2018 20:40:00,312
04/03/2018 20:45:00,305
04/03/2018 20:50:00,327
04/03/2018 20:55:00,330
04/03/2018 21:00:00,337
04/03/2018 21:05:00,287
04/03/2018 21:10:00,300
04/03/2018 21:15:00,308
04/03/2018 21:20:00,300
04/03/2018 21:25:00,255
04/03/2018 21:30:00,273
04/03/2018 21:35:00,277
04/03/2018 21:40:00,292
04/03/2018 21:45:00,238
04/03/2018 21:50:00,240
04/03/2018 21:55:00,247
04/03/2018 22:00:00,229
04/03/2018 22:05:00,252
04/03/2018 22:10:00,236
04/03/2018 22:15:00,242
04/03/2018 22:20:00,254
04/03/2018 22:25:00,215
04/03/2018 22:30:00,233
04/03/2018 22:35:00,210
04/03/2018 22:40:00,211
04/03/2018 22:45:00,214
04/03/2018 22:50:00,195
04/03/2018 22:55:00,193
04/03/2018 23:00:00,179
04/03/2018 23:05:00,163
04/03/2018 23:10:00,184
04/03/2018 23:15:00,183
04/03/2018 23:20:00,169
04/03/2018 23:25:00,156
04/03/2018 23:30:00,164
04/03/2018 23:35:00,158
04/03/2018 23:40:00,137
04/03/2018 23:45:00,164
04/03/2018 23:50:00,159
04/03/2018 23:55:00,130
04/04/2018 00:00:00,106
04/04/2018 00:05:00,159
04/04/2018 00:10:00,118
04/04/2018 00:15:00,136
04/04/2018 00:20:00,108
04/04/2018 00:25:00,112
04/04/2018 00:30:00,90
04/04/2018 00:35:00,103
04/04/2018 00:40:00,104
04/04/2018 00:45:00,90
04/04/2018 00:50:00,87
04/04/2018 00:55:00,74
04/04/2018 01:00:00,65
04/04/2018 01:05:00,64
04/04/2018 01:10:00,64
04/04/2018 01:15:00,73
04/04/2018 01:20:00,55
04/04/2018 01:25:00,43
04/04/2018 01:30:00,48
04/04/2018 01:35:00,40
04/04/2018 01:40:00,41
04/04/2018 01:45:00,41
04/04/2018 01:50:00,51
04/04/2018 01:55:00,45
04/04/2018 02:00:00,38
04/04/2018 02:05:00,39
04/04/2018 02:10:00,53
04/04/2018 02:15:00,34
04/04/2018 02:20:00,44
04/04/2018 02:25:00,31
04/04/2018 02:30:00,46
04/04/2018 02:35:00,47
04/04/2018 02:40:00,44
04/04/2018 02:45:00,42
04/04/2018 02:50:00,43
04/04/2018 02:55:00,47
04/04/2018 03:00:00,44
04/04/2018 03:05:00,39
04/04/2018 03:10:00,30
04/04/2018 03:15:00,49
04/04/2018 03:20:00,48
04/04/2018 03:25:00,45
04/04/2018 03:30:00,48
04/04/2018 03:35:00,57
04/04/2018 03:40:00,41
04/04/2018 03:45:00,54
04/04/2018 03:50:00,65
04/04/2018 03:55:00,42
04/04/2018 04:00:00,67
04/04/2018 04:05:00,60
04/04/2018 04:10:00,63
04/04/2018 04:15:00,69
04/04/2018 04:20:00,77
04/04/2018 04:25:00,82
04/04/2018 04:30:00,88
04/04/2018 04:35:00,104
04/04/2018 04:40:00,96
04/04/2018 04:45:00,114
04/04/2018 04:50:00,129
04/04/2018 04:55:00,147
04/04/2018 05:00:00,136
04/04/2018 05:05:00,126
04/04/2018 05:10:00,156
04/04/2018 05:15:00,179
04/04/2018 05:20:00,190
04/04/2018 05:25:00,190
04/04/2018 05:30:00,226
