loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.0381959763217115,36314.19885305424,0.014339080537962854,67.53963536719235
0.012453352783232292,11034.480326537197,0.013605778498422568,56.51704563869732
0.011318611820015444,10830.087168621352,0.010361615727856644,37.239019644763275
0.010376613621354875,9989.834939915023,0.010680021443138496,52.47842515136113
0.009402235115163932,8053.193028664835,0.009361376584953543,52.77745605165846
0.008928635992778954,12188.533551067881,0.008120417576421875,38.60483728981492
0.00830166276027107,6101.040092019914,0.0076938252930735095,39.319360680970604
0.007886281928223111,6850.669258024915,0.006573259175313688,32.3614008787548
0.007645296717006827,6917.96252973464,0.007099132957144943,22.58661255469689
0.0076130745924667355,5589.797471970448,0.006633974812813935,25.615747636364354
0.007306318789411758,6622.474444210678,0.006903056701224658,19.871209525588725
0.007387499632293149,9954.620660576138,0.008281784619738535,27.571464235670216
0.007397940465460858,6556.700595939747,0.0060004869686259375,26.107616736930296
0.007150896300121817,8238.18505036315,0.006274785613641143,23.096916033079843
0.007042672683821268,4822.626401816961,0.0057856449192949105,23.98775564056472
0.006928061453082765,7640.015324932966,0.006158438663717091,30.163481113632617
0.006893445803348064,7418.124446858174,0.006027686966019255,21.310371602439407
0.00706300574795224,4548.996838140868,0.006002215067128057,26.16875956608699
0.00685843915793865,4984.126000325186,0.00677763367945296,40.26097642695046
0.00682164863707026,9329.613562197042,0.006097399833018224,19.68372441994641
0.006806618550039632,4831.972901888401,0.006651298592454077,39.95185029477103
0.006912094432590799,4702.385934598556,0.005875592336645604,19.237221535618783
0.0067232646906945906,4947.657502590682,0.005803254307028155,30.334945460998686
0.006698673829297012,2252.8769854018074,0.00655198667692968,22.96612228412486
0.006726707400020384,3696.6299339924813,0.006021108518749771,18.96094215714902
0.006553384884454067,7350.7167014661745,0.005759432393636915,19.082929223110302
0.006683976942489959,7723.212565281544,0.006874397699778932,44.37573474098376
0.0066423587010853635,2073.6886184835516,0.006448266541275656,19.402299511817194
0.006693874750186987,6536.534364188134,0.0057353643826428555,23.13250864469088
0.006547609464664649,3766.9362327135814,0.005641249955976127,19.129646192413407
0.006591116468065244,4326.751530456892,0.005592552656146049,22.85560320151355
0.0065859791832228575,4830.011396383395,0.005660718676654931,19.39822162883749
0.006593646806177613,7629.689707192864,0.005640902418398273,21.003396670812414
0.006564117729437867,6115.426500316944,0.005550324341407041,22.13281799960077
0.00661906029948455,6066.85024462508,0.006133356113703205,22.470321323972186
0.006498551973957383,3078.195013029308,0.005958085603522086,33.835356217755866
0.006533685922055291,9412.221383480171,0.0056394013442173044,19.440367786227622
0.006549004729433432,6777.400456878497,0.005538610738607368,19.979558958900775
0.006459318546490379,8213.661690802368,0.006135266565974275,21.828956708127155
0.006523064307048809,9329.700843239005,0.00553971783156338,25.220604936774848
0.006522261962910184,6277.147162745771,0.00621049484196431,39.06065043977117
0.006542674215820482,6231.554546936086,0.00565382314986889,26.74395968718801
0.006479433664579881,3205.557740547997,0.0064673674034033315,19.05475002601188
0.006509734383348465,5273.030958401579,0.0058961112598747605,19.206654096655456
0.006365704181600313,9793.975212261994,0.005726530422888715,29.191295955080548
0.006441919368606878,5701.281342824466,0.005959531551726144,32.652884746011964
0.006468910196958484,4183.5167910981945,0.005643170735412844,25.87427439346503
0.006408911717794802,8098.243543661533,0.00578463788631906,19.416939316553158
0.006420200618424942,5116.9160359652315,0.005692408067144213,18.76693249931998
0.006465605014170743,4579.218368639493,0.005478537825765851,22.529249787626433
0.006395378784462956,5685.438097927988,0.00599393410557331,19.24173622509978
0.006438906793089934,3765.0079604146495,0.005453223325589455,21.161615897053228
0.006327520527144299,4247.887549377513,0.006077737731757405,19.305157853119425
0.00636768577766983,3177.901339003924,0.005599293006796658,28.070245312106223
0.006350889709017268,4449.788124439311,0.0054886315899575246,24.470340529979016
0.006358617992131952,9690.335176922352,0.005551634168612861,23.89828495470525
0.006352167607477825,4301.041135063575,0.005647824093278858,20.228173693711348
0.006377428693419006,6779.6795745111,0.005471852676198811,21.11035064905512
0.006297573399863838,2742.6707560646096,0.006007792368628288,19.22591991282574
0.006379224271958545,5933.987263592104,0.006225875200398691,28.600098006482753
0.006322135313737059,5267.849006708938,0.005469541403374845,22.149753338645766
0.0063495583112555785,7036.290438029015,0.005939500666946801,19.16684717694228
0.006351368903764569,2383.453396549691,0.0056398685272810774,18.900846320405492
0.006286296453560714,7481.303507756869,0.0057695368720824015,28.330775410010855
0.00635129055291987,6645.408750185703,0.005767489188390024,20.20548908527081
